# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
4.00000e-02,1.79646e+02,5.20000e-01,1.30000e+01,1.79646e+02,5.20000e-01,1.30000e+01,7.19611e-08,1.79646e+02,5.20000e-01,1.30000e+01,7.19611e-08,1.33500e-01,1.33500e-01,0.00000e+00,-1.06501e+00,-1.06501e+00,inf,3.90745e+00,3.90745e+00,-inf,1.45655e+01,6.43077e+05,6.43077e+05
8.00000e-02,1.79291e+02,1.04000e+00,1.30000e+01,1.79291e+02,1.04000e+00,1.30000e+01,7.48326e-08,1.79291e+02,1.04000e+00,1.30000e+01,7.48326e-08,1.33500e-01,1.33500e-01,0.00000e+00,-1.10749e+00,-1.10749e+00,inf,3.92444e+00,3.92444e+00,-inf,1.45825e+01,6.43077e+05,6.43077e+05
1.20000e-01,1.78937e+02,1.56000e+00,1.30000e+01,1.78937e+02,1.56000e+00,1.30000e+01,7.77220e-08,1.78937e+02,1.56000e+00,1.30000e+01,7.77220e-08,1.33500e-01,1.33500e-01,0.00000e+00,-1.14862e+00,-1.14862e+00,inf,3.94089e+00,3.94089e+00,-inf,1.45989e+01,6.43077e+05,6.43077e+05
1.60000e-01,1.78583e+02,2.08000e+00,1.30000e+01,1.78583e+02,2.08000e+00,1.30000e+01,8.06252e-08,1.78583e+02,2.08000e+00,1.30000e+01,8.06252e-08,1.33500e-01,1.33500e-01,0.00000e+00,-1.18844e+00,-1.18844e+00,inf,3.95682e+00,3.95682e+00,-inf,1.46149e+01,6.43077e+05,6.43077e+05
2.00000e-01,1.78229e+02,2.60000e+00,1.30000e+01,1.78229e+02,2.60000e+00,1.30000e+01,8.35384e-08,1.78229e+02,2.60000e+00,1.30000e+01,8.35384e-08,1.33500e-01,1.33500e-01,0.00000e+00,-1.22698e+00,-1.22698e+00,inf,3.97223e+00,3.97223e+00,-inf,1.46303e+01,6.43077e+05,6.43077e+05
2.40000e-01,1.77875e+02,3.12000e+00,1.30000e+01,1.77875e+02,3.12000e+00,1.30000e+01,8.64576e-08,1.77875e+02,3.12000e+00,1.30000e+01,8.64576e-08,1.33500e-01,1.33500e-01,0.00000e+00,-1.26427e+00,-1.26427e+00,inf,3.98715e+00,3.98715e+00,-inf,1.46452e+01,6.43077e+05,6.43077e+05
2.80000e-01,1.77520e+02,3.64000e+00,1.30000e+01,1.77520e+02,3.64000e+00,1.30000e+01,8.93791e-08,1.77520e+02,3.64000e+00,1.30000e+01,8.93791e-08,1.33500e-01,1.33500e-01,0.00000e+00,-1.30035e+00,-1.30035e+00,inf,4.00158e+00,4.00158e+00,-inf,1.46596e+01,6.43077e+05,6.43077e+05
3.20000e-01,1.77166e+02,4.16000e+00,1.30000e+01,1.77166e+02,4.16000e+00,1.30000e+01,9.22993e-08,1.77166e+02,4.16000e+00,1.30000e+01,9.22993e-08,1.33500e-01,1.33500e-01,0.00000e+00,-1.33526e+00,-1.33526e+00,inf,4.01555e+00,4.01555e+00,-inf,1.46736e+01,6.43077e+05,6.43077e+05
3.60000e-01,1.76812e+02,4.68000e+00,1.30000e+01,1.76812e+02,4.68000e+00,1.30000e+01,9.52147e-08,1.76812e+02,4.68000e+00,1.30000e+01,9.52147e-08,1.33500e-01,1.33500e-01,0.00000e+00,-1.36902e+00,-1.36902e+00,inf,4.02905e+00,4.02905e+00,-inf,1.46871e+01,6.43077e+05,6.43077e+05
4.00000e-01,1.76458e+02,5.20000e+00,1.30000e+01,1.76458e+02,5.20000e+00,1.30000e+01,9.81217e-08,1.76458e+02,5.20000e+00,1.30000e+01,9.81217e-08,1.33500e-01,1.33500e-01,0.00000e+00,-1.40168e+00,-1.40168e+00,inf,4.04211e+00,4.04211e+00,-inf,1.47001e+01,6.43077e+05,6.43077e+05
4.40000e-01,1.76104e+02,5.72000e+00,1.30000e+01,1.76104e+02,5.72000e+00,1.30000e+01,1.01017e-07,1.76104e+02,5.72000e+00,1.30000e+01,1.01017e-07,1.33500e-01,1.33500e-01,0.00000e+00,-1.43325e+00,-1.43325e+00,inf,4.05474e+00,4.05474e+00,-inf,1.47128e+01,6.43077e+05,6.43077e+05
4.80000e-01,1.75750e+02,6.24000e+00,1.30000e+01,1.75750e+02,6.24000e+00,1.30000e+01,1.03898e-07,1.75750e+02,6.24000e+00,1.30000e+01,1.03898e-07,1.33500e-01,1.33500e-01,0.00000e+00,-1.46378e+00,-1.46378e+00,inf,4.06696e+00,4.06696e+00,-inf,1.47250e+01,6.43077e+05,6.43077e+05
5.20000e-01,1.75396e+02,6.76000e+00,1.30000e+01,1.75396e+02,6.76000e+00,1.30000e+01,1.06762e-07,1.75396e+02,6.76000e+00,1.30000e+01,1.06762e-07,1.33500e-01,1.33500e-01,0.00000e+00,-1.49330e+00,-1.49330e+00,inf,4.07876e+00,4.07876e+00,-inf,1.47368e+01,6.43077e+05,6.43077e+05
5.60000e-01,1.75042e+02,7.28000e+00,1.30000e+01,1.75042e+02,7.28000e+00,1.30000e+01,1.09605e-07,1.75042e+02,7.28000e+00,1.30000e+01,1.09605e-07,1.33500e-01,1.33500e-01,0.00000e+00,-1.52184e+00,-1.52184e+00,inf,4.09018e+00,4.09018e+00,-inf,1.47482e+01,6.43077e+05,6.43077e+05
6.00000e-01,1.74688e+02,7.80000e+00,1.30000e+01,1.74688e+02,7.80000e+00,1.30000e+01,1.12425e-07,1.74688e+02,7.80000e+00,1.30000e+01,1.12425e-07,1.33500e-01,1.33500e-01,0.00000e+00,-1.54942e+00,-1.54942e+00,inf,4.10121e+00,4.10121e+00,-inf,1.47592e+01,6.43077e+05,6.43077e+05
6.40000e-01,1.74334e+02,8.32000e+00,1.30000e+01,1.74334e+02,8.32000e+00,1.30000e+01,1.15220e-07,1.74334e+02,8.32000e+00,1.30000e+01,1.15220e-07,1.33500e-01,1.33500e-01,0.00000e+00,-1.57609e+00,-1.57609e+00,inf,4.11188e+00,4.11188e+00,-inf,1.47699e+01,6.43077e+05,6.43077e+05
6.80000e-01,1.73980e+02,8.84000e+00,1.30000e+01,1.73980e+02,8.84000e+00,1.30000e+01,1.17988e-07,1.73980e+02,8.84000e+00,1.30000e+01,1.17988e-07,1.33500e-01,1.33500e-01,0.00000e+00,-1.60186e+00,-1.60186e+00,inf,4.12219e+00,4.12219e+00,-inf,1.47802e+01,6.43077e+05,6.43077e+05
7.20000e-01,1.73626e+02,9.36000e+00,1.30000e+01,1.73626e+02,9.36000e+00,1.30000e+01,1.20727e-07,1.73626e+02,9.36000e+00,1.30000e+01,1.20727e-07,1.33500e-01,1.33500e-01,0.00000e+00,-1.62677e+00,-1.62677e+00,inf,4.13215e+00,4.13215e+00,-inf,1.47902e+01,6.43077e+05,6.43077e+05
7.60000e-01,1.73272e+02,9.88000e+00,1.30000e+01,1.73272e+02,9.88000e+00,1.30000e+01,1.23434e-07,1.73272e+02,9.88000e+00,1.30000e+01,1.23434e-07,1.33500e-01,1.33500e-01,0.00000e+00,-1.65085e+00,-1.65085e+00,inf,4.14178e+00,4.14178e+00,-inf,1.47998e+01,6.43077e+05,6.43077e+05
8.00000e-01,1.72918e+02,1.04000e+01,1.30000e+01,1.72918e+02,1.04000e+01,1.30000e+01,1.26109e-07,1.72918e+02,1.04000e+01,1.30000e+01,1.26109e-07,1.33500e-01,1.33500e-01,0.00000e+00,-1.67413e+00,-1.67413e+00,inf,4.15110e+00,4.15110e+00,-inf,1.48091e+01,6.43077e+05,6.43077e+05
8.40000e-01,1.72564e+02,1.09200e+01,1.30000e+01,1.72564e+02,1.09200e+01,1.30000e+01,1.28750e-07,1.72564e+02,1.09200e+01,1.30000e+01,1.28750e-07,1.33500e-01,1.33500e-01,0.00000e+00,-1.69663e+00,-1.69663e+00,inf,4.16010e+00,4.16010e+00,-inf,1.48181e+01,6.43077e+05,6.43077e+05
8.80000e-01,1.72210e+02,1.14400e+01,1.30000e+01,1.72210e+02,1.14400e+01,1.30000e+01,1.31356e-07,1.72210e+02,1.14400e+01,1.30000e+01,1.31356e-07,1.33500e-01,1.33500e-01,0.00000e+00,-1.71839e+00,-1.71839e+00,inf,4.16880e+00,4.16880e+00,-inf,1.48268e+01,6.43077e+05,6.43077e+05
